774400, 404079
559872, 146797
173056, 56035
774400, 400140
559872, 176413
173056, 86433
774400, 425778
559872, 154124
173056, 56052
774400, 328042
559872, 139467
173056, 79092
774400, 331075
559872, 202766
173056, 56223
774400, 386006
559872, 140623
173056, 53162
774400, 330632
559872, 140094
173056, 54610
774400, 331040
559872, 141949
173056, 66103
774400, 329429
559872, 151092
173056, 50643
774400, 330595
559872, 138882
173056, 51757
