36864, 15035
16384, 15992
36864, 22693
16384, 13325
36864, 14664
16384, 19544
36864, 19542
16384, 25259
36864, 14256
16384, 36314
36864, 14240
16384, 17955
36864, 28634
16384, 19018
36864, 15250
16384, 15523
36864, 14570
16384, 12933
36864, 13511
16384, 14646
